id,title,body,department,sentiment,target,strategy
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Feedback proprio,Non aspettatevi un servizio cordiale da Pier. Pessimo.,Reception,negative,0,negation
fc3d3348-008d-4127-a104-61e32a25a888,Info prezzo,"Il cibo era un po' stopposo, ma lo staff preparato ha salvato la vacanza.",Reception,positive,1,mixed
747b6dba-c8fe-4ccd-88b8-d9c6ed3049cf,Opinione medico,Esperienza maleodorante.,F&B,negative,0,simple
fed4057d-bb02-4576-b512-c4c3b253d218,Feedback visita,"La stanza era anche regale, ma il personale maleducato mi ha rovinato l'umore.",Reception,negative,0,mixed
944528c0-0ef8-42d6-b7fd-564637bb3eec,Info usare,Non sapevo cosa aspettarmi. Il cibo sembrava insipido. Il prezzo era nella media.,F&B,negative,0,detailed
0cd620c2-0ea2-422b-9048-67babf7b539b,Soggiorno simile,"Il cibo era un po' marcio, ma lo staff competente ha salvato la vacanza.",Reception,positive,1,mixed
284d82e5-87f7-41fb-9a4b-d9caeb5cf467,Opinione bianco,"Avevo letto recensioni brutte, ma la camera non era affatto angusta. Anzi!",Housekeeping,positive,1,negation
118a9d29-2f92-4996-99f1-95d014822f53,Feedback cane,Esperienza angosciante.,F&B,negative,0,simple
1eb0e38a-675d-45af-bc36-5296dca02eec,Soggiorno interessante,"Il cibo era un po' bruciato, ma lo staff comunicativo ha salvato la vacanza.",Reception,positive,1,mixed
14fcdd54-9e8f-4965-8a2c-827e98326856,Soggiorno rapporto,"Il cibo era un po' annacquato, ma lo staff moderno ha salvato la vacanza.",Reception,positive,1,mixed
50fd9d3f-85d5-4695-90b2-b633956b8c0c,Info lei,Non aspettatevi un servizio discreto da Flavia. Pessimo.,Reception,negative,0,negation
9f044aed-7552-4327-8262-7f7312922f83,Feedback volto,Tutto zen. Di grazie possibilità escludere faccia resto.,Housekeeping,positive,1,simple
8181a8cc-3691-47eb-89a2-688b12c136e0,Info limitare,Non aspettatevi un servizio rispettoso da Ciro. Pessimo.,Reception,negative,0,negation
119c4ea3-e180-4081-9958-a499eeea163e,Feedback insomma,"Il cibo era un po' deludente, ma lo staff umano ha salvato la vacanza.",Reception,positive,1,mixed
d5704f32-702c-4d20-a862-18b848f4ef12,Opinione uso,"Avevo letto recensioni brutte, ma la camera non era affatto maleodorante. Anzi!",Housekeeping,positive,1,negation
1a84a51a-a9d3-47c7-ae87-905e4ca415ea,Info determinare,Tutto nuovissima. Parlare voglia piuttosto accogliere segnare.,Housekeeping,positive,1,simple
be0f051b-1b66-45a9-a3c4-36571d8cbbac,Opinione viaggio,"Il cibo era un po' fritto male, ma lo staff superlativo ha salvato la vacanza.",Reception,positive,1,mixed
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Info pagina,Esperienza fatiscente.,Housekeeping,negative,0,simple
439472e6-da58-4e8a-a25d-6b29afffcfd2,Info strano,Non aspettatevi un servizio superlativo da Gastone. Pessimo.,Reception,negative,0,negation
d89a40c0-e87d-4c78-a7c4-21c740497b71,Recensione bambina,"Il cibo era un po' allucinante, ma lo staff tempestivo ha salvato la vacanza.",Reception,positive,1,mixed
46d483f3-d450-481c-ac6f-7633a2607723,Recensione autore,"Il cibo era un po' monotono, ma lo staff istruito ha salvato la vacanza.",Reception,positive,1,mixed
8d3aed99-711c-41c9-bdc1-4f1f295d6fbf,Opinione ricerca,"Dopo un viaggio lunghissimo da Alfiano Natta, La cena era biologico. Magari la prossima volta andrà diversamente.",F&B,positive,1,detailed
f1eedba3-1343-4e61-9ca3-c4480279b6a6,Opinione diventare,"La stanza era anche nuovissima, ma il personale cafone mi ha rovinato l'umore.",Reception,negative,0,mixed
951f58d0-5e84-4058-95a8-04eb093923de,Recensione vi,Non aspettatevi un servizio aperto da Alina. Pessimo.,Reception,negative,0,negation
aabc25fa-3fe1-4e47-ae9b-ec3635c7936c,Info condizione,Tutto intima. Caratteristico esso su sangue sorprendere su.,Reception,positive,1,simple
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,Info pure,"Avevo letto recensioni brutte, ma la camera non era affatto fatiscente. Anzi!",Housekeeping,positive,1,negation
ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9,Recensione in,"La stanza era anche nuovissima, ma il personale saccente mi ha rovinato l'umore.",Reception,negative,0,mixed
cf8ebc5a-ccc5-4569-b9e8-a3692999b735,Opinione età,"Avevo letto recensioni brutte, ma la camera non era affatto polverosa. Anzi!",Housekeeping,positive,1,negation
28c13091-444d-410b-bf87-e362cf8d446a,Info consiglio,Tutto ampia. Allontanare ragazzo figlia togliere scendere sottile.,Housekeeping,positive,1,simple
d20eac17-4e20-4d1a-9983-36e375d66ed4,Opinione guardia,Tutto regale. Soprattutto cuore segnare.,Housekeeping,positive,1,simple
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Feedback oggetto,"Avevo letto recensioni brutte, ma la camera non era affatto sgradevole. Anzi!",Housekeeping,positive,1,negation
89456f27-d7fa-4d8d-bb2c-a025adf4e62d,Feedback ombra,Ho prenotato all'ultimo minuto. Il cibo sembrava immangiabile. Comunque torneremo a Nesima Inferiore.,F&B,negative,0,detailed
42deffcc-f86c-4ca2-a085-96db1d870966,Soggiorno fabbrica,Non aspettatevi un servizio accogliente da Alphons. Pessimo.,Reception,negative,0,negation
629c2ae3-1d9a-4659-82ec-9f2dfbf6e16f,Feedback film,Tutto ospitale. Andare origine foglia romano interesse.,F&B,positive,1,simple
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Opinione oh,Ho prenotato all'ultimo minuto. Giovanni alla reception è stato superlativo. Magari la prossima volta andrà diversamente.,Reception,positive,1,detailed
1fe771d6-d917-4793-a9d3-c2e6505cc686,Opinione momento,"Il cibo era un po' contato, ma lo staff meticoloso ha salvato la vacanza.",Reception,positive,1,mixed
5380b904-688c-4015-aab9-7e494f2d4796,Opinione provare,Non aspettatevi un servizio ospitale da Tonino. Pessimo.,Reception,negative,0,negation
ad64b56c-610f-4a3f-b0bb-ac67aa38d0a1,Recensione essere,"Dopo un viaggio lunghissimo da Montecarotto, Ida alla reception è stato impeccabile. Magari la prossima volta andrà diversamente.",Reception,positive,1,detailed
8c459ce2-67f4-4ad5-8d0b-0d1a91b0e1d9,Soggiorno a,"Avevo letto recensioni brutte, ma la camera non era affatto maleodorante. Anzi!",Housekeeping,positive,1,negation
c9277d9b-6e0d-4648-b5ce-884149732d6c,Info nudo,"La stanza era anche confortevole, ma il personale maleducato mi ha rovinato l'umore.",Reception,negative,0,mixed
a9f25336-83f4-49a9-88a6-39d015b52908,Feedback ora,Tutto unica. Invece costruire lo successo sangue compagnia.,Reception,positive,1,simple
25b8fd4b-32fa-4de8-8e7a-e7f639820cff,Opinione annunciare,"Dopo un viaggio lunghissimo da Senago, Carmelo allo sportello si è dimostrato irritante. Comunque torneremo a Castelvecchio Pascoli.",Reception,negative,0,detailed
9c7c7377-79a2-4903-bbe3-3b243eae0032,Recensione caro,"La stanza era anche bucolica, ma il personale dormiente mi ha rovinato l'umore.",Reception,negative,0,mixed
c03f3538-e485-4aa1-816b-6287b00805cc,Opinione consentire,Esperienza isolata. Stato occhio puro giudicare grosso chissà.,Reception,negative,0,simple
eadf5085-3fcb-4546-8eb2-25790cdb1ca4,Info costruzione,Non sapevo cosa aspettarmi. La cena era paradisiaco. Ho pagato 190 euro.,F&B,positive,1,detailed
714c7df4-e434-4d51-8158-1092f335cba3,Soggiorno strada,Ho prenotato all'ultimo minuto. Rolando alla reception è stato stella. Magari la prossima volta andrà diversamente.,Reception,positive,1,detailed
722764e6-8c41-461b-a827-a1b9d4a02e53,Info durare,Tutto avveniristica.,F&B,positive,1,simple
425a609f-7337-4599-b984-4388dc8aee30,Recensione interesse,"Avevo letto recensioni brutte, ma la camera non era affatto scrostata. Anzi!",Housekeeping,positive,1,negation
c715b2b9-c40c-4d91-86fd-e062a33dc7af,Info tendere,"La stanza era anche superba, ma il personale nervoso mi ha rovinato l'umore.",Reception,negative,0,mixed
709b7d97-464c-44af-bd3f-3799a07295e9,Soggiorno centrale,Esperienza scadente.,Reception,negative,0,simple
236c7b87-14a0-4ccb-8a47-6a87e49d681d,Feedback dividere,Ero qui per lavoro con il mio collega Mario. La camera era superba. Comunque torneremo a Frangart.,Housekeeping,positive,1,detailed
54b4a482-6858-4eba-aa34-c85410714d51,Feedback uscire,Ho prenotato all'ultimo minuto. La camera era riposante. Ho pagato 149 euro.,Housekeeping,positive,1,detailed
95863a76-c511-45ff-a7a3-7e8163b4c08b,Soggiorno amore,Ero qui per lavoro con il mio collega Roberta. Purtroppo la stanza era bollente. Ho pagato 57 euro.,Housekeeping,negative,0,detailed
6160a6b4-9360-415f-83fe-0183e172b725,Feedback simile,"Il cibo era un po' amaro, ma lo staff sensibile ha salvato la vacanza.",Reception,positive,1,mixed
d5f25073-f414-42b1-a442-9ebbda7b9095,Opinione rapporto,Siamo arrivati di giovedì verso le 22. Il cibo sembrava congelato. Magari la prossima volta andrà diversamente.,F&B,negative,0,detailed
2a405f12-b963-437f-a781-4c1fcc530e36,Soggiorno sentire,Esperienza kitsch. Scappare stupido malattia donna magari già posare.,Reception,negative,0,simple
22bd3388-6db9-4102-a48b-3dbe157d94a1,Recensione sede,Ero qui per lavoro con il mio collega Panfilo. Dionigi allo sportello si è dimostrato saccente. Il prezzo era nella media.,Reception,negative,0,detailed
610e6a64-e130-4617-82df-f33556666f9f,Recensione mancare,Tutto romantica. Distinguere fermare latte.,F&B,positive,1,simple
4094dded-6beb-4c31-94f8-fd72f3821cfd,Recensione chiave,"Il cibo era un po' bruciato, ma lo staff saggio ha salvato la vacanza.",Reception,positive,1,mixed
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,Info passare,"La stanza era anche luminosa, ma il personale superficiale mi ha rovinato l'umore.",Reception,negative,0,mixed
f510ab53-c7fe-439f-9190-f938a66fd7f7,Feedback attività,"La stanza era anche creativa, ma il personale distratto mi ha rovinato l'umore.",Reception,negative,0,mixed
20500494-3d11-4802-a702-878b9f0fda8d,Soggiorno sicurezza,Ho prenotato all'ultimo minuto. Il cibo sembrava chimico. Magari la prossima volta andrà diversamente.,F&B,negative,0,detailed
f6b751f7-9b74-4245-9b1b-c8952af43ab7,Opinione coprire,Esperienza anonima. Notare crisi produrre rimettere.,Reception,negative,0,simple
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,Info consiglio,"Il cibo era un po' caro, ma lo staff cosmopolita ha salvato la vacanza.",Reception,positive,1,mixed
93676a02-4fdc-4e1b-adcb-8cb60692dc63,Recensione ponte,Non aspettatevi un servizio ossequioso da Barbara. Pessimo.,Reception,negative,0,negation
13748146-32c5-4d89-b70b-3420f1043785,Soggiorno insegnare,Non aspettatevi un servizio meraviglioso da Paride. Pessimo.,Reception,negative,0,negation
d9acd158-4d34-45c5-85c1-4eb4b27b3d90,Opinione costruire,Non aspettatevi un servizio radioso da Claudio. Pessimo.,Reception,negative,0,negation
8186a576-11a7-4609-9edd-bbbfa9597663,Info padre,Ero qui per lavoro con il mio collega Mattia. Natalia allo sportello si è dimostrato polemico. Ho pagato 89 euro.,Reception,negative,0,detailed
e43e4288-a2b5-4498-9cb8-5aedf5f62c97,Recensione scusare,Non sapevo cosa aspettarmi. Alberico alla reception è stato caloroso. Magari la prossima volta andrà diversamente.,Reception,positive,1,detailed
89c5b31a-eb6c-4016-8ee6-24d09dac6e83,Recensione solo,Non sapevo cosa aspettarmi. La camera era chic. Il prezzo era nella media.,Housekeeping,positive,1,detailed
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,Info lontano,"Avevo letto recensioni brutte, ma la camera non era affatto bollente. Anzi!",Housekeeping,positive,1,negation
ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Feedback circa,"Avevo letto recensioni brutte, ma la camera non era affatto pericolosa. Anzi!",Housekeeping,positive,1,negation
4223623b-cc3e-4dde-9ad5-cf06364d7c87,Recensione pace,Tutto ampia. Difficile liberare parere giornata alzare soldato condizione.,F&B,positive,1,simple
15eabb27-30e9-42f2-b2b4-3abf8441aefd,Opinione inizio,"Dopo un viaggio lunghissimo da Naturno, Hugo allo sportello si è dimostrato nervoso. Ho pagato 171 euro.",Reception,negative,0,detailed
c2171429-8e20-4724-bd13-7018680bac63,Opinione inglese,Esperienza opprimente.,Reception,negative,0,simple
7da67785-b63b-4dc3-a559-e46379e13cea,Soggiorno sacro,Non aspettatevi un servizio signorile da Graziella. Pessimo.,Reception,negative,0,negation
38ba8abc-4b53-45e5-97d2-582e046a0df5,Feedback pubblicare,"Avevo letto recensioni brutte, ma la camera non era affatto fatiscente. Anzi!",Housekeeping,positive,1,negation
94e0d3ba-a9f9-48b2-8e63-84bb3e493f43,Soggiorno pieno,"Avevo letto recensioni brutte, ma la camera non era affatto lugubre. Anzi!",Housekeeping,positive,1,negation
6cedd15d-5800-4c02-87ea-7ff58db06746,Info vero,"Avevo letto recensioni brutte, ma la camera non era affatto trasandata. Anzi!",Housekeeping,positive,1,negation
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,Info fermare,Tutto fiabesca. Programma domenica diretto cane contare campo.,F&B,positive,1,simple
46c8adfe-7bf4-4042-bd15-31c83764fbda,Feedback testa,"La stanza era anche ariosa, ma il personale saccente mi ha rovinato l'umore.",Reception,negative,0,mixed
4639447b-2067-4dac-88bd-13d1b540b30e,Info avanzare,Tutto accogliente. Vino settimana eppure fronte esistere.,Housekeeping,positive,1,simple
f1afdb65-b289-4224-8ac9-778d8da8eee4,Feedback cuore,"Il cibo era un po' freddo, ma lo staff moderno ha salvato la vacanza.",Reception,positive,1,mixed
1a432f0a-7daa-49f0-80b6-fce2de53790a,Feedback albergo,Non aspettatevi un servizio cordiale da Etta. Pessimo.,Reception,negative,0,negation
70c2903f-7a8d-43aa-b82a-65e048ca7651,Recensione pace,"Il cibo era un po' duro, ma lo staff discreto ha salvato la vacanza.",Reception,positive,1,mixed
6694c343-10ba-48e3-9276-2bdc1d34d08e,Opinione specie,Ho prenotato all'ultimo minuto. Fiorino alla reception è stato amichevole. Il prezzo era nella media.,Reception,positive,1,detailed
0db95301-afbb-411a-a123-5a8c93b7a886,Recensione dolore,Esperienza bollente.,Reception,negative,0,simple
4dc82a1e-f2f9-45fa-9016-4161cfa701cd,Recensione ciascuno,"La stanza era anche maestosa, ma il personale ineducato mi ha rovinato l'umore.",Reception,negative,0,mixed
7354ea6f-6160-4459-85c7-504bc693da11,Feedback riva,Esperienza povera. Nobile impressione organizzare passato.,F&B,negative,0,simple
19675f06-bd76-4e35-b5c9-b0479c10c572,Soggiorno futuro,Ho prenotato all'ultimo minuto. Lazzaro allo sportello si è dimostrato altezzoso. Ho pagato 200 euro.,Reception,negative,0,detailed
980402a2-b07a-4066-b354-35ea68949b8d,Info serio,Esperienza orrenda. Diverso avere dietro nemico civiltà.,Housekeeping,negative,0,simple
3bc1a987-aff8-454d-9238-d630743b65a2,Info libertà,Tutto lussuosa. Dente proposta programma.,Housekeeping,positive,1,simple
a9434aa0-96fc-434d-a003-cd28ca8f3653,Feedback formare,"La stanza era anche favolosa, ma il personale pigro mi ha rovinato l'umore.",Reception,negative,0,mixed
a5cb63a2-398d-4ca6-8b68-70b51d61fac3,Soggiorno diventare,"Avevo letto recensioni brutte, ma la camera non era affatto fatiscente. Anzi!",Housekeeping,positive,1,negation
bfbbb17f-9854-4e4e-8ebf-a5c3cae9b4a7,Opinione mercato,"Dopo un viaggio lunghissimo da Belvedere Di Siracusa, La camera era ampia. Magari la prossima volta andrà diversamente.",Housekeeping,positive,1,detailed
4dd8eb85-b04d-4376-b7fc-97031fd5a423,Info provare,"La stanza era anche rinnovata, ma il personale saccente mi ha rovinato l'umore.",Reception,negative,0,mixed
7010f719-7e69-4d0d-8a3c-3b5e801ef1da,Feedback chi,Esperienza rovinata.,Housekeeping,negative,0,simple
176132ed-069f-44f1-8018-1c6e9a8cfa3c,Feedback guidare,Ho prenotato all'ultimo minuto. La camera era inimitabile. Il prezzo era nella media.,Housekeeping,positive,1,detailed
c19ad58c-c35b-4c8c-8a4c-9f7f9384ec2b,Soggiorno estate,Siamo arrivati di domenica verso le 22. La camera era storica. Voto finale: bo.,Housekeeping,positive,1,detailed
ea83bf00-7135-4221-a6c9-537f84dad06a,Feedback mancare,Esperienza inaccettabile.,Housekeeping,negative,0,simple
a2814044-6f96-4882-95d8-2980ff37d19c,Info specie,Non aspettatevi un servizio attento da Filippo. Pessimo.,Reception,negative,0,negation
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Opinione ognuno,Non sapevo cosa aspettarmi. Carlo alla reception è stato eccezionale. Comunque torneremo a Cene.,Reception,positive,1,detailed
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,Opinione scherzare,Siamo arrivati di giovedì verso le 20. Piergiorgio alla reception è stato paziente. Ho pagato 134 euro.,Reception,positive,1,detailed
fcf56188-d32e-4dcd-83bc-9478dd6ac7b8,Soggiorno abbastanza,Ero qui per lavoro con il mio collega Daniele. La cena era ricercato. Il prezzo era nella media.,F&B,positive,1,detailed
9f64eeed-5c9d-427d-84b8-71bb300568d2,Info stagione,Non sapevo cosa aspettarmi. Il cibo sembrava viscido. Comunque torneremo a Caronia.,F&B,negative,0,detailed
49bc473f-ed7b-4656-a18a-15368c99a894,Info risposta,Siamo arrivati di lunedì verso le 21. La cena era tenero. Voto finale: bo.,F&B,positive,1,detailed
8d03c91e-4f8d-4238-a88b-78b5b5b453ca,Soggiorno allontanare,Siamo arrivati di domenica verso le 21. La cena era gourmet. Magari la prossima volta andrà diversamente.,F&B,positive,1,detailed
a5d04d53-1e12-42e3-b272-92b6762172ed,Opinione don,Siamo arrivati di giovedì verso le 19. Purtroppo la stanza era macabra. Magari la prossima volta andrà diversamente.,Housekeeping,negative,0,detailed
82456fb4-4ab7-406e-b773-50caeec259dc,Opinione ma,"Avevo letto recensioni brutte, ma la camera non era affatto siberiana. Anzi!",Housekeeping,positive,1,negation
30cbd755-6232-417a-a507-41818d1fb540,Recensione studio,Ero qui per lavoro con il mio collega Gioachino. Il cibo sembrava insulso. Magari la prossima volta andrà diversamente.,F&B,negative,0,detailed
81fb18b3-c9a7-491f-af2a-e71357021049,Feedback lira,Ho prenotato all'ultimo minuto. Ludovica alla reception è stato gentile. Il prezzo era nella media.,Reception,positive,1,detailed
4c6e27ff-b9de-4a3a-8868-22b900a81de9,Soggiorno sottile,"Il cibo era un po' diluito, ma lo staff esperto ha salvato la vacanza.",Reception,positive,1,mixed
6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,Opinione scienza,"Dopo un viaggio lunghissimo da Rocca Massima, Stefania alla reception è stato aperto. Voto finale: bo.",Reception,positive,1,detailed
69288e92-c68a-452f-9b23-aa8c3bcabf85,Info automobile,Ero qui per lavoro con il mio collega Antonietta. Purtroppo la stanza era lurida. Ho pagato 147 euro.,Housekeeping,negative,0,detailed
f72169bb-8096-4718-a051-acef097a1e10,Feedback onore,Tutto rasserenante. Proporre scusare giugno popolazione seguito vino mantenere.,Housekeeping,positive,1,simple
def57689-68f4-4bce-a4e7-5e8eb8f21423,Feedback donna,Tutto curata. Spiegare intorno misura legare.,Reception,positive,1,simple
5110b492-f442-4e0b-a148-4bb3889b78d5,Opinione sorridere,Tutto silenziosa. Riva divertire pazzo gridare avanzare ferro potere.,F&B,positive,1,simple
118405ad-9e11-42cd-8930-aef68a80068d,Soggiorno importare,Esperienza insalubre.,Reception,negative,0,simple
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,Feedback moglie,Tutto originale. Zio relazione intenzione bere pericolo.,Reception,positive,1,simple
0e5dd462-cbd0-4ef2-930a-37df0bc61066,Opinione mezzo,"Avevo letto recensioni brutte, ma la camera non era affatto sudicia. Anzi!",Housekeeping,positive,1,negation
9ea556aa-61ee-4c5b-9eef-580f9c07a751,Soggiorno iniziare,Esperienza orrenda. Insistere difficoltà imporre preoccupare concetto comune.,Housekeeping,negative,0,simple
3b70b3a1-24a3-4cf2-9549-c931e9af299d,Recensione secondo,Esperienza decadente.,Reception,negative,0,simple
aab612c9-415d-474a-b5a6-69814104a8b5,Recensione affermare,"Il cibo era un po' disastroso, ma lo staff professionale ha salvato la vacanza.",Reception,positive,1,mixed
49a23a89-e6b5-492c-b71a-d655cdfc6ee0,Soggiorno vecchio,Tutto insonorizzata.,Reception,positive,1,simple
5876fd09-f1fa-4665-b115-33f312e89d10,Feedback modo,"Il cibo era un po' acquoso, ma lo staff solare ha salvato la vacanza.",Reception,positive,1,mixed
40066ff2-b0b8-42ef-ac9f-82b9f6478986,Opinione scoppiare,"La stanza era anche rifinitissima, ma il personale superficiale mi ha rovinato l'umore.",Reception,negative,0,mixed
